,ctr_t1,ctr_t2,ctr_t3,ctr_s1,ctr_s2,ctr_s3,nik_t1,nik_t2,nik_t3,nik_s1,nik_s2,nik_s3,ikk_t1,ikk_t2,ikk_t3
Maip1,0.082908162,0.111688767,0.124837503,0.089505293,0.130398659,0.112272649,0.208455683,0.160758361,0.237153216,0.177112442,0.134649036,0.185043414,0.15667997,0.099648889,0.124855503
Aox3,0.000813643,0.000106423,0,0.002116163,0.000222427,0.000569926,0,0.000258702,0.000443456,0.000236153,0.000300166,0.000682419,0.000575534,0.000187923,0.000329642
Aox1,0.000914001,0.000203081,0.000549424,0.003913908,0.001358225,0.00150585,0.000231968,0.0001481,0.000276946,0,0.000992835,0.000205614,0.001176707,0.000344259,0.000377423
Spats2l,0.000771575,0.000624024,0.000408151,0.000490882,0.000447165,0.000198307,0.000203654,8.67E-05,0.000243142,0.000203469,0.000536399,0.000613757,0.000123969,0.000264459,4.73E-05
Ndufb3,0.212574048,0.191295479,0.183534245,0.118528281,0.117572349,0.102978759,0.177027367,0.176943328,0.15991426,0.11254563,0.166742099,0.143784185,0.196134027,0.208858837,0.160543725
Aox2,0.001635351,0.000274275,0.000507376,0.002656995,0.000700632,0.001129868,0,0.000555611,0.000450228,0.000782513,0.000601685,0.001172499,0.000882906,0.000774912,0.001699126
Nif3l1,0.046600488,0.048037794,0.049368911,0.047170749,0.042763196,0.050467161,0.047419383,0.044382568,0.06547171,0.03351787,0.033454499,0.037228372,0.06460344,0.062474936,0.061745335
Tmem237,0.054400273,0.051724433,0.042405351,0.056340546,0.0622427,0.067797188,0.084863308,0.044388746,0.087281589,0.038308751,0.042293043,0.035706611,0.08573409,0.089675155,0.101331056
Stradb,0.086012429,0.069703935,0.040489113,0.044102841,0.046220864,0.057082598,0.085694424,0.043721619,0.062830399,0.057902896,0.046057593,0.045065001,0.061150365,0.04834395,0.05964373
Ica1l,0.006806523,0.002640509,0.006689803,0.009833752,0.005878668,0.007874349,0.009310607,0.009349099,0.01037222,0.018506002,0.012304668,0.020690174,0.008581225,0.000729806,0.008686933
Abi2,0.037789538,0.036301191,0.032983974,0.057385178,0.04574021,0.044808758,0.098851148,0.113577426,0.106490486,0.089073357,0.082955187,0.082608682,0.051075237,0.051158284,0.071650221
Nbeal1,0.019773435,0.017016215,0.018792479,0.027684465,0.026117637,0.025872854,0.027040425,0.027887547,0.028156239,0.033095493,0.020590138,0.025583514,0.023485205,0.019864734,0.031556462
Raph1,0.072405594,0.075451578,0.082246621,0.068965288,0.053279896,0.068350216,0.091455765,0.106798834,0.082998651,0.07579544,0.103237619,0.062745962,0.112225696,0.090844597,0.099043037
Nrp2,0.001083289,0.002045643,0.00403315,0.005516867,0.002503395,0.001130986,0.001168314,0.000621592,0.000795306,0.000588745,0.000936318,0.000654051,0.00184034,0.000199623,0.001000475
Adam23,0.000429084,0.000330504,0.000773792,0.001800953,0.000302209,0.00079137,0.007243598,0.010218466,0.004929697,0.022237483,0.022663774,0.022838263,0.000383006,0.000196968,5.48E-05
Zdbf2,0.000823563,0.000434985,0.000622361,0.004075225,0.001363699,0.001007946,0.000621075,0.001817406,0.002131807,0.001215164,0.001712514,0.0009634,0.000976665,0.000460862,0.000288719
Ndufs1,0.283565593,0.308793884,0.254116917,0.243738662,0.235965553,0.230773519,0.26496606,0.210152971,0.262662175,0.212960247,0.184172665,0.206380486,0.327196858,0.270920161,0.327043759
Mdh1b,0.00115229,0,0,0.000905056,0.000824453,0.001096875,0,0.000119864,0.000224144,0,0.000185434,0.000199695,0,0,0.000130914
Plekhm3,0.0175319,0.020928794,0.016858235,0.020692512,0.018450628,0.017213116,0.009616338,0.008796038,0.009732728,0.013349631,0.008359552,0.010935525,0.021703804,0.021037208,0.025248314
Klf7,0.017738959,0.023389681,0.013753389,0.020779952,0.014336858,0.014142789,0.02457638,0.024931175,0.023272514,0.020620785,0.020259943,0.023749225,0.018884514,0.021129536,0.02376472
Pikfyve,0.051209116,0.043281507,0.059686105,0.088614138,0.07211378,0.084906433,0.137555282,0.152935706,0.130640017,0.117639423,0.10322149,0.092462563,0.056143049,0.057517099,0.069735793
Unc80,0.000716492,0.000228829,0.000504231,0.002305956,0.000618924,0.000848386,0.000169127,1.64E-05,0.001055493,0.000281623,0.000480895,0.000667793,0.000608353,0.000328009,0.000661143
Acadl,0.542973441,0.573139357,0.572368895,0.357548735,0.430716359,0.435044233,0.642087178,0.665658265,0.676692813,0.633306348,0.604751102,0.628767914,0.758737247,0.770584797,0.798085089
Map2,0.000507941,0.000418359,0.00025394,0.003555069,0.002683873,0.003547362,0.00015929,0,0.000554678,0.000121569,0.000229441,0.000423578,0.00123898,0.001957674,0.003208794
Rpe,0.301528443,0.342322766,0.32264671,0.307504521,0.320779089,0.275562867,0.254506978,0.203759029,0.23535154,0.196949714,0.164691343,0.151002605,0.329162973,0.27388009,0.359458753
Ikzf2,0.011131592,0.012263956,0.013444977,0.064528594,0.04706147,0.057057461,0.036885912,0.037725163,0.038960792,0.017343167,0.015479631,0.014694733,0.024109927,0.023772254,0.03670996
Bard1,0.057523852,0.052808194,0.062769353,0.02506136,0.02935212,0.025323441,0.035882409,0.025504476,0.025059904,0.010778355,0.00976756,0.010976113,0.109260196,0.07130761,0.117854954
Vwc2l,0.000286239,7.78E-05,6.07E-05,0.000208293,0,0.000168292,4.44E-05,4.73E-05,0.000176864,0,0,7.88E-05,0.000225442,4.12E-05,0.000361547
Atic,0.343887883,0.400844861,0.399129262,0.461374636,0.435783571,0.405900522,0.604487305,0.449921203,0.470137785,0.464385033,0.3976465,0.391575764,0.41568373,0.427765135,0.381525644
Smarcal1,0.104051173,0.1145207,0.101734307,0.106777381,0.124166278,0.106743284,0.112601195,0.119060072,0.121582255,0.091143135,0.101404072,0.08455034,0.14086783,0.124236488,0.140203844
Tns1,0.007963649,0.006192035,0.008510404,0.01381863,0.011441304,0.011989291,0.015156065,0.012055821,0.009508809,0.002454758,0.00366744,0.003376896,0.004638146,0.002657959,0.004658571
6030407O03Rik,7.09E-05,0,2.62E-05,0.000115713,0,7.79E-05,0.000100813,3.06E-05,0.0001003,9.59E-05,2.37E-05,0.000127657,0.000102279,0,3.35E-05
Pnkd,0.018415856,0.025659277,0.015982346,0.012437697,0.021432605,0.019930865,0.233441735,0.25927296,0.228095738,0.195259896,0.180208123,0.13392186,0.029002511,0.047048544,0.031423835
Nhej1,0.003297391,0.002539828,0.0015857,0.00352626,0.002000829,0.002221317,0.001785298,0.000854867,0.001509783,0.000483078,0.001506191,0.001186852,0.005297934,0.003477497,0.003890308
Des,0.019877497,0.000752986,0.006268194,0.023035006,0.014163888,0.001861139,0.013761531,0.009609735,0.007273621,0.007518987,0.013096761,0.010673314,0.012216442,0.007180026,0.011994993
Zfp142,0.278868714,0.281219177,0.281299654,0.303342633,0.24473502,0.254719915,0.262287496,0.280402031,0.271947076,0.18745149,0.182283467,0.199839721,0.345044579,0.298945198,0.379915591
Epha4,0.000199964,0.000126019,4.37E-05,0.000899525,0.000373126,0.000648911,0.00033587,0.000791372,0.000286424,0.000559274,0.00033569,0.000489098,0.000292075,0,5.58E-05
Sgpp2,0.001442829,0.001158436,0.001528822,0.005791142,0.006023394,0.005377379,0.001678229,0.001579723,0.002022895,0.001854045,0.000956304,0.001373136,0.002619436,0.000628643,0.001650337
Mogat1,0.000692371,0.000457116,0,0.004719558,0.00071654,0.001129843,0.00195802,0.002777994,0.001038965,0.002064918,0.000107441,0.002661205,0.000132433,0.000605387,0.002427269
Pax3,0.000476775,0.00019442,0.000505763,0.000991268,0.000101586,0.00128145,0.001036353,0.000236307,0.001067905,0.000154079,0.000274181,0.00121388,0.000488161,0,0.00116141
Serpine2,0.00650253,0.007188266,0.005308241,0.008725071,0.007463391,0.010889499,0.031571741,0.013077225,0.033993583,0.068052089,0.043426721,0.063858054,0.019884924,0.025402683,0.038107891
Nyap2,4.06E-05,7.04E-05,0,0.000322972,0.00018388,2.90E-05,0,0,4.00E-05,6.69E-05,0.000121316,0.000142524,2.72E-05,2.49E-05,3.11E-05
Rhbdd1,0.021179462,0.016988272,0.01712562,0.017691828,0.018004835,0.016706473,0.024469307,0.019242461,0.020483608,0.024084957,0.017897502,0.018054111,0.023010022,0.024764433,0.022359859
Col4a4,0.001388749,0.000246851,0.00039697,0.002746023,0.001758843,0.000610137,0.001973755,0.00150017,0.0018362,0.004161601,0.001666768,0.00231754,0.000858196,0.00149789,0.00107245
Col4a3,0.000726191,6.90E-05,0.000263112,0.002918316,0.000768698,0.001164739,5.25E-05,0.000167637,0.000653082,0,0.000410621,0.000698214,0.000213109,0.000389672,0.000366181
Sphkap,0.000357764,0,0.000545515,0.000925253,0.000379283,0.000398703,4.61E-05,0,0.000527036,0.000172581,0.000151657,0.000469548,0.000607535,0.000384536,0
Dner,2.88E-05,0,9.90E-06,1.46E-05,1.99E-05,3.53E-05,0,1.16E-05,0,2.72E-05,0,1.93E-05,4.41E-05,0,3.79E-05
Trip12,0.614228411,0.663993042,0.756476468,0.707109405,0.669290429,0.683341068,0.551868447,0.565369365,0.512760571,0.503539851,0.468920537,0.472960365,0.791073313,0.68661366,0.85110301
Pid1,0.000369003,3.79E-05,0.000138018,0.000304322,3.96E-05,0.000234171,7.58E-05,0.000115153,8.61E-05,0.00019822,9.80E-05,0.000326141,0.000417211,6.02E-05,0.00020123
Sp110,1.869463215,2.013186624,2.017558598,1.657480702,1.743624526,1.601376144,1.150829886,1.037334219,0.977633913,0.952356409,0.954027873,0.912894891,1.910575805,1.946607542,1.759082537
A630001G21Rik,0.115476664,0.103294147,0.100552336,0.130441553,0.107944057,0.095912683,0.079657327,0.056794203,0.082291417,0.048324839,0.040325711,0.048689474,0.096779999,0.089390368,0.086413061
Armc9,0.002797451,0.001503312,0.001944177,0.003974732,0.002939987,0.003848407,0.005813789,0.006865023,0.006394361,0.00631092,0.006178425,0.005762107,0.002115435,0.002298101,0.003307051
Psmd1,0.237544951,0.232552228,0.253700205,0.1920574,0.192740672,0.18906486,0.335112963,0.273109643,0.274007555,0.218787647,0.194028086,0.246222669,0.316248219,0.291420278,0.343625237
Usp40,0.035646688,0.03751259,0.049582297,0.072359707,0.049845995,0.048296206,0.042289242,0.036785098,0.052203052,0.038934772,0.04005648,0.037782228,0.055389551,0.041041323,0.052853121
Inpp5d,0.324129861,0.357813393,0.334579479,0.198131248,0.201653499,0.184834181,0.16655127,0.195387631,0.186456598,0.225498734,0.238435929,0.225383391,0.26630438,0.237294389,0.234883674
Gigyf2,0.149887288,0.157004664,0.155251863,0.150185372,0.142858644,0.151920253,0.116195675,0.108087449,0.116117837,0.1054994,0.120150427,0.119914779,0.162026949,0.149463043,0.163653377
Efhd1,0.000578496,0,0.000278196,0.000102234,0.000279388,0.000826014,0.000458075,0.000649906,0.001367234,0.001080581,0.001193945,0.001150426,0,0.000283258,0
Ngef,0.000193954,0.000224091,0.00026649,0.00200762,0.000367995,0.000949509,0,7.78E-05,0.000109142,0.000152223,0.000842732,0.000486185,0.000259689,0.00013567,0
Sag,0.004569822,0.001348055,0.002026162,0.002061955,0.003130533,0.003517067,0.000684361,0.001638487,0.000765989,0.000925895,0.000774521,0.000985741,0.001301836,0.000396736,0.000894766
Ugt1a6b,9.29E-05,0,0,0.000369444,5.61E-05,6.63E-05,0.000153273,9.79E-05,0,0.000102089,0.000126157,0.000516265,3.11E-05,0,7.13E-05
Ugt1a6a,0.000230291,0,0,0.000203491,0,0.000197295,0.000212746,0.000161699,0.000755941,0.000126519,0.000100062,0.000377151,3.08E-05,0,0.000141285
Trpm8,0.000469657,0.000361755,0.000115823,0.002085635,0.000581599,0.000756581,6.36E-05,3.38E-05,0.000347863,0.000105856,0.000523246,0.000225395,0.000419222,0.000383275,0.000221643
Ugt1a7c,0.000753185,0.001690704,0.001190096,0.001445152,0.002390394,0.001321262,0.0032376,0.002750015,0.004181817,0.002671899,0.004043988,0.004908824,0.000922016,0.000632217,0.001452256
Ugt1a2,3.07E-05,0,0,3.62E-05,9.90E-05,0,0.000135234,0,5.38E-05,9.01E-05,0.000155833,2.40E-05,0,0.000100349,9.43E-05
Agap1,0.001114179,0.000631374,0.001153365,0.000869162,0.000828411,0.000433487,0.007636544,0.011067614,0.009303787,0.002168256,0.003482437,0.002855318,0.000341447,0.000445956,0.000130378
Iqca,0.000157063,2.79E-05,0.000522906,0.000640543,5.83E-05,0.00062104,0,0.00023753,9.52E-05,0,5.25E-05,0.000480528,0.000161765,0,0.000222366
Rab17,0,0.001077784,0,0.002060693,0.001126302,0.005993855,0.000615548,0,0,0.001537468,0.000506649,0.001636845,0.002497995,0,0.000357687
Col6a3,0.001498512,0.001114434,0.001532369,0.007853392,0.000415929,0.001721575,0.000500091,0.000387009,0.00180926,0.000492065,0.000673556,0.001732802,0.001106973,0.002277123,0.001426566
Lrrfip1,0.709306338,0.738725219,0.780129443,0.568216395,0.56607034,0.545131309,0.521097512,0.608513188,0.5574886,0.578629026,0.636095059,0.584555224,0.773991312,0.795259333,0.825845197
Hdac4,0.027690477,0.024614508,0.025092045,0.033929314,0.03171841,0.031239383,0.029578124,0.026635832,0.032892838,0.026474334,0.022780684,0.024591644,0.037857589,0.035203309,0.036151678
Klhl30,0.002476195,0.000817414,0.007938604,0.007501783,0.001138947,0.002020383,0.001556146,0.004636431,0.011766545,0.010883108,0.021774328,0.012138292,0.002210286,0.000577361,0.000723406
Kif1a,0.001911867,0.000251423,0.00026162,0.005658695,0.000975897,0.000665826,0.000615402,0.000567527,0.000163272,0.000136631,0.000911752,0.000363657,0.001123831,0.001103576,0.001859534
Crocc2,0.001315273,4.98E-05,0.00041476,0.006935117,0.000104134,0.001600944,0.000227646,0.001150614,0,0.000331682,0.000562118,0.00060535,0.001328002,0.000527883,0.000132283
Thap4,0.053412859,0.046716974,0.062230221,0.045513579,0.04305482,0.037716104,0.09901522,0.105574373,0.124790119,0.08952598,0.099596503,0.105176623,0.066516631,0.064543955,0.058744173
D2hgdh,0.07040137,0.077887518,0.043585965,0.083290581,0.063056471,0.076109727,0.085475314,0.089989602,0.077578523,0.081823132,0.065138251,0.071867292,0.05916784,0.074244905,0.069430967
Farp2,0.002104007,0.002600528,0.002529518,0.00652863,0.003249297,0.005030349,0.002550707,0.002508024,0.005043339,0.003064514,0.001753973,0.00151682,0.002325744,0.001617201,0.001913708
Hdlbp,0.438907627,0.422939483,0.486177327,0.413566267,0.398546933,0.414481542,1.88400675,1.824232495,1.555672519,1.515025861,1.365068343,1.215291749,0.67670225,0.575728387,0.68650423
Slco4c1,0.000336674,0.000222278,0,0.000679982,0.00058071,0.00013735,0.000126948,0.000202625,0.000694662,0.000105694,0,0.000225051,0.000257588,0.000235501,0
Slco6c1,7.76E-05,0,0,0.000891807,4.69E-05,0.000277133,5.12E-05,5.45E-05,0.000101937,0,0,9.08E-05,0,0,0.000773982
Slco6b1,0.000191204,6.80E-05,0.000106095,0.000415881,0.000284132,4.20E-05,0,8.26E-05,0.000386236,0.000290893,0.000127812,0.00058498,0.000118157,0,4.51E-05
Slco6d1,0,0,0,0.000446071,0,0.000360408,0,3.94E-05,0.000294594,9.24E-05,3.05E-05,0.000295268,0,0,0
B230216N24Rik,0.002821191,0,0,0.002279192,0.003503605,0.002532061,0.002127548,0.002263887,0.002328397,0.009033849,0,0.000377167,0.000647546,0.000394681,0.00173081
Gin1,0.051916185,0.052658305,0.0483395,0.068231052,0.040961274,0.055617337,0.047938111,0.036733695,0.039145266,0.037150851,0.019480445,0.028327885,0.068670477,0.055511257,0.038718458
Pam,0.000635191,0.000981963,0.000699118,0.001438746,0.000648105,0.001034709,0.004439346,0.005477634,0.004358028,0.006890845,0.005539256,0.008853725,0.000886406,0.000744692,0.000754685
Cntnap5b,4.90E-05,4.36E-06,0,0.000153237,0.000168419,5.38E-05,4.98E-06,2.12E-05,6.44E-05,3.31E-05,3.69E-05,8.82E-05,0.000100954,6.00E-05,5.78E-06
Pign,0.014595066,0.018605815,0.018136462,0.029931049,0.026974894,0.028544014,0.040697176,0.041485612,0.032785829,0.040595049,0.032773461,0.035900318,0.024956787,0.01923684,0.026374059
Bcl2,0.047919097,0.046570994,0.055985677,0.152424416,0.134019815,0.150098848,0.055391884,0.045841037,0.047652482,0.066350033,0.054150193,0.054849883,0.04851087,0.043080337,0.053860604
Phlpp1,0.015515844,0.016111697,0.020062944,0.027655189,0.024817773,0.022154519,0.101713783,0.10958943,0.116602668,0.114200366,0.118411913,0.121991784,0.022505691,0.019614425,0.022963527
Gm20753,0.000284516,0,0,0.000502809,0.00154585,0,0.000563226,0.000799092,0.003175378,0.000781546,0.001390751,0.000998475,0,0,0
Gli2,0.000226621,0.000155685,0.00041236,0.000952526,0.000103532,0.000139928,6.47E-05,0.000172024,0.000144757,0.000174976,0.000385883,0,0.000426438,0.000104966,1.88E-05
Ptpn4,0.105806155,0.107347291,0.118335196,0.052764443,0.048918607,0.05042806,0.023342855,0.023574356,0.026713436,0.025322516,0.020585556,0.022423588,0.086115689,0.083620113,0.083100553
Cfap221,0.000345663,0,0.000262465,0.001157439,0.000131795,0.000883212,0,5.11E-05,0.000238874,4.00E-05,0.000197619,0.000766145,0.000146152,0.00013362,0.00050226
Sctr,0.000949341,0,0,0.002348804,0.000974292,0.000745541,0.000438506,6.67E-05,0.000186975,0,0.000412489,0.000888427,0.000699101,0.00046484,0.000145606
Ccdc93,0.1250891,0.109655679,0.121303974,0.099867397,0.088160908,0.085168864,0.070014151,0.069343859,0.063899947,0.066126966,0.05797625,0.068816302,0.11829166,0.119364996,0.116092691
Celrr,7.38E-05,0,0,0.000365355,0,4.22E-05,3.90E-05,0.000124423,0.000193892,0,0.000128325,0,0,0,0
Slc35f5,0.001221223,0.000881861,9.18E-05,0.003507074,0.003594081,0.005013256,0.006043817,0.004608969,0.00551198,0.004361005,0.002570201,0.002500015,0.002146096,0,0.000936531
Nckap5,5.72E-05,6.77E-06,7.05E-06,0.000336739,0.000198207,0.0001758,8.90E-05,2.88E-05,6.93E-05,6.44E-06,7.01E-05,7.89E-05,3.14E-05,4.66E-05,1.80E-05
Tmem163,0.038713544,0.035393597,0.036661544,0.009995324,0.008864069,0.00932898,0.009909416,0.006690533,0.010627237,0.004637941,0.003510692,0.004236987,0.033760417,0.034668371,0.04269006
Mgat5,0.012550292,0.010054317,0.012743887,0.03102604,0.027453206,0.023225009,0.008528844,0.008182514,0.007538473,0.01328421,0.011163926,0.009769003,0.013964027,0.01186057,0.012066174
Ccnt2,0.190280646,0.189238508,0.191477912,0.25721537,0.223805729,0.228205626,0.203909862,0.226444613,0.228804355,0.218313337,0.165681488,0.174990899,0.230875977,0.170009107,0.215811649
Lct,0.00163556,0.001782731,0.002819648,0.008616765,0.000968751,0.001321901,0.005457332,0.003986931,0.004051917,0.003797667,0.001810151,0.005848104,0.003140213,0.000302205,0.00312386
Zranb3,0.005445479,0.006823726,0.007599892,0.008043513,0.006781992,0.007788299,0.008723982,0.006493053,0.00913018,0.005001007,0.002982103,0.00335935,0.012115499,0.008091919,0.012964373
R3hdm1,0.065408926,0.065578329,0.073311295,0.081998768,0.082077127,0.076646495,0.157361956,0.145820234,0.15635132,0.142574505,0.121440907,0.130710639,0.080146473,0.075110368,0.099447249
Fcamr,9.71E-05,0.002693643,0.00116787,0.011673716,0.00140745,0.001664454,0,0.000545662,0.001530576,0,0.000422079,0.001590894,0.000780387,0.001426943,0
Cd55b,0.000233981,0,0,0.001102671,0.001130027,0.001002279,0,0,0.000307221,0.000171395,0.000254162,0,0.000522137,0.000668312,0.000239247
Srgap2,0.053734203,0.045807161,0.052297899,0.042431876,0.040628502,0.041878912,0.101978684,0.097768417,0.107292585,0.115691748,0.100970814,0.107645133,0.083135095,0.06426098,0.079017146
Rassf5,0.61311291,0.563680016,0.615555522,0.44479532,0.498242342,0.484281141,0.299589122,0.301951548,0.33452195,0.253506712,0.254393019,0.244721349,0.515813536,0.561312295,0.508756491
Cntn2,0.00242402,0.001285552,0.005446304,0.010814928,0.001727257,0.003858356,0.002831947,0.00066965,0.003234953,0.001397219,0.002417268,0.007065769,0.004362899,0.00389151,0.00377881
Nfasc,0.000409887,0.000245558,0.000292019,0.001904825,0.000659859,0.000195088,0.002444247,0.002430331,0.000817248,0.004687214,0.0039412,0.001687071,0.000853698,0.000241582,0.000209556
Lrrn2,0.00085522,0,0,0.000795464,0.001739091,0,0,0.000505678,0.000591009,0.00098915,0.001271241,0.000895122,0.000542402,0,0.001380737
Tmcc2,0.003229456,0.008706252,0.003697691,0.007745535,0.006127342,0.003513314,0.004464961,0.012201656,0.008884492,0.006505474,0.01002286,0.009174653,0.001338376,0.006588701,0.000707601
Lemd1,3.97E-05,0,9.54E-05,0.001682038,9.58E-05,5.66E-05,0.0004187,0,5.21E-05,0.000130725,8.62E-05,9.28E-05,0.000159296,0.000242728,0
Plekha6,0.004750652,0.002744406,0.003877262,0.003583471,0.000886033,0.001351142,0,0.000108477,0.000456416,0.000657791,0.000461499,0.000248496,0.002197819,0.001843887,0.000681244
Tmem183a,0.339575883,0.383929337,0.346789633,0.287192848,0.292682694,0.301411133,0.366382453,0.376311135,0.422085791,0.278256726,0.339076084,0.287331159,0.423387097,0.40780512,0.410222894
Ptpn7,2.132743425,2.391257804,2.275355692,1.734099588,1.859062523,1.828560442,2.24209802,2.426772254,2.298678382,1.857114988,1.88154833,1.659092648,2.407937475,2.493343159,2.44099719
