,nik_s1,nik_s2,nik_s3,ctr_s1,ctr_s2,ctr_s3,nik_t3,ikk_t2,ikk_t3,ctr_t1,ctr_t2,ctr_t3,nik_t1,nik_t2
Nif3l1,0.078178797,0.077645101,0.046019253,0.045934127,0.045970223,0.056354886,0.079999431,0.062310658,0.065297325,0.050818303,0.036209918,0.05245422,0.084131281,0.087528039
Tmem237,0.100849106,0.112398932,0.135375031,0.064029331,0.040387562,0.080334799,0.17836184,0.159838397,0.149815896,0.092728149,0.102969641,0.106078908,0.165506435,0.167105101
Stradb,0.067302498,0.067885794,0.060374335,0.053814113,0.167497212,0.079159283,0.07301396,0.062139728,0.061664861,0.059475182,0.038164893,0.055257596,0.082388097,0.083173494
Ica1l,0.023395577,0.031769188,0.034446489,0.06879565,0.049208307,0.075349975,0.027416951,0.015432435,0.01752243,0.028232095,0.03552608,0.027913547,0.018699632,0.020956716
Abi2,0.088985976,0.111503561,0.095818096,0.044737013,0.067777828,0.058394412,0.098920101,0.080733899,0.077696749,0.078697539,0.054463874,0.08097874,0.129065353,0.152963372
Nbeal1,0.048252181,0.050983756,0.038818347,0.044190416,0.092711868,0.03525053,0.031948195,0.023613825,0.01443289,0.024597452,0.021705343,0.020956097,0.034733945,0.03193532
Raph1,0.153306735,0.165983285,0.125878813,0.110346942,0.149914504,0.114165287,0.261443387,0.193281189,0.138369997,0.167372757,0.139214827,0.163832908,0.252870926,0.258263436
Nrp2,0.006902689,0.014015795,0.003198188,0.005619005,0.003867914,0.004151631,0.002843722,0.002023966,0.00195212,0.001737714,0.000887539,0.000472278,0.007014707,0.007840489
Adam23,0.006527083,0.00903518,0.001278758,0.001706267,0.002405395,0.002522324,0.002091431,0.00017022,0.00015652,0.000363703,0.00018338,0.000207109,0.00301651,0.004091588
Zdbf2,0.016994199,0.018767457,0.01805163,0.006777827,0.021554432,0.024198871,0.010292293,0.015178104,0.015538297,0.004148554,0.008102511,0.008892996,0.014597794,0.014201753
Ndufs1,0.290183207,0.3331569,0.352185289,0.30529253,0.309825575,0.341017777,0.386325916,0.425130085,0.502502476,0.33021318,0.375382788,0.383495974,0.373542334,0.370067924
Mdh1b,0.001129034,0.005575322,0.000295403,0.000740545,0.00048867,0.000633788,0.001302368,0.000101582,0.00032025,0.000463033,0,0.00037079,0.001772467,0.002298105
Plekhm3,0.026188069,0.03154284,0.0150328,0.028673879,0.027751221,0.018872639,0.017409558,0.02373065,0.012655965,0.018654327,0.020108655,0.016111715,0.026348981,0.021539434
Klf7,0.027735731,0.032856734,0.033277226,0.020905892,0.011275051,0.017795342,0.020180284,0.024540942,0.01390893,0.01626098,0.017314299,0.015474868,0.030070617,0.018844329
Pikfyve,0.111007601,0.138428944,0.100050417,0.049943485,0.053868231,0.07463869,0.075647003,0.044234954,0.058289513,0.036419092,0.030785122,0.046035909,0.112863238,0.121616871
Unc80,0.007643587,0.011575048,0.001787532,0.002102438,0.005369329,0.002162683,0.001066581,0.000790316,0.0004954,0.000679406,0.000631627,0.00042175,0.007288092,0.008599893
Acadl,0.768104217,0.634570148,0.719233769,0.541920072,0.507266611,0.561283325,0.798849358,1.118891907,1.090918512,0.939839204,1.029644088,1.255277438,0.827017473,0.876825841
Map2,0.008514921,0.009370858,0.002204657,0.001151911,0.005009893,0.00530269,0.001509136,0.009037697,0.003446773,0.001855175,0.003006592,0.005607392,0.003811841,0.004964837
Rpe,0.264649079,0.261101811,0.277562058,0.265050591,0.642088904,0.320113184,0.392048908,0.426813373,0.426907658,0.348208365,0.41068201,0.434161087,0.363758601,0.446041212
Ikzf2,0.375812982,0.414559757,0.279635311,0.24856267,0.43900793,0.410848201,0.267569288,0.158933587,0.139111009,0.085625788,0.154525061,0.170171849,0.388914983,0.337868081
Bard1,0.082460103,0.057916463,0.072859877,0.042492064,0.091667974,0.096260224,0.119758356,0.167713359,0.181268758,0.106525081,0.138424499,0.150329905,0.08598278,0.115070034
Vwc2l,0.003741692,0.002662723,0.000310789,0.001139456,0.005157285,0.001125223,0.000171275,0,0.000210582,0.000365363,0.000296063,0.000195051,0.001748236,0.001662238
Atic,0.768493221,0.691952131,1.017768577,0.384739332,0.646685389,0.621831808,0.975342513,0.856819232,1.068975541,0.589890156,0.613505334,0.654596794,0.76924578,0.758023395
Smarcal1,0.149433333,0.133042394,0.123798159,0.097453681,0.114945252,0.098152757,0.139945072,0.140671144,0.119650913,0.119367942,0.115385204,0.106221853,0.155435979,0.144754469
Tns1,0.01597109,0.02187645,0.017519898,0.005727823,0.00747311,0.012907631,0.021129691,0.007319236,0.013986165,0.00748958,0.010648336,0.010813742,0.028930354,0.033708177
6030407O03Rik,0.000461917,0.000750332,0.00051616,0.00066276,0.000718489,0.000283608,0,0.000116887,2.73E-05,0.000281198,0.000223865,0.000126416,0.00016996,0.000710057
Pnkd,0.441369852,0.391964695,0.31948759,0.014451202,0.01600533,0.037089264,0.265980303,0.081339526,0.043912465,0.022377306,0.022859495,0.030290284,0.522784697,0.423193465
Nhej1,0.003131432,0.005115722,0.00109242,0.002112622,0.003194754,0.001883404,0.002064105,0.004226145,0.001987944,0.002339162,0.001734429,0.003770814,0.005354957,0.006373908
Des,0.041379203,0.067215826,0.008270281,0.017528587,0,0.003024532,0.011601512,0.004653742,0.000815084,0.017677311,0.002387397,0,0.022837888,0.045329842
Zfp142,0.409792367,0.398996963,0.539583219,0.666720808,0.478371142,0.569700143,0.594135148,0.631247834,0.615803218,0.47488201,0.55039676,0.639059019,0.47664283,0.514017018
Epha4,0.003847313,0.009999239,0.001426045,0.001293289,0.006088383,0.001079853,0.001802926,0.00023798,0.000272823,0.000123269,0.000346278,0.000157939,0.00349181,0.005750933
Sgpp2,0.003752321,0.003194736,0.003695728,0.003903949,0.001750091,0.009669386,0.002798531,0.001135055,0.002385602,0.002852238,0.001110829,0.000779048,0.002919988,0.008175416
Mogat1,0.007588363,0.005440634,0.003993695,0.003775871,0.006229043,0.007344418,0,0.000941717,0.001855551,0.001341422,0,0.000859352,0.00718885,0.00576999
Pax3,0.008161434,0.004242344,0.001100042,0.001995271,0.00666347,0.001770109,0.000784535,0.000867815,0.000491059,0.000798745,0.000410949,0.000324888,0.001674376,0.005285727
Serpine2,0.353394437,0.146548142,0.289039292,0.153647759,0.099159825,0.14179551,0.330725034,0.900897207,0.323240877,0.533044072,0.270961951,0.421331606,0.309445474,0.221095305
Nyap2,0.001396716,0.002303712,0.000105415,7.05E-05,0.000871916,0.000226169,0.000103279,0.000120833,3.81E-05,5.51E-05,0.000476068,8.82E-05,0.000527092,0.001435149
Rhbdd1,0.018704397,0.014340141,0.010490284,0.01820356,0.012418122,0.016880208,0.013736923,0.016555795,0.009807613,0.014001177,0.01194908,0.010328557,0.014941851,0.020402441
Col4a4,0.00760481,0.013221212,0.001389233,0.003370319,0.008951609,0.004831464,0.001481814,0.001317594,0.000607293,0.001712203,0.000455366,0.000703131,0.006655059,0.007452027
Col4a3,0.006316086,0.006155859,0.001950933,0.00172616,0.011732284,0.004579687,0.001416676,0.000355172,0.000646951,0.001160247,0.000903737,0.001210001,0.006610404,0.006606632
Sphkap,0.00327801,0.005219761,0.000845586,0,0.006194727,0.000453552,0.001553337,0.000124619,0.000283744,0.000568039,7.67E-05,0.000101084,0.002944534,0.004972872
Dner,0.001002485,0.00067969,0.000104537,0.000114355,9.43E-05,0.000168213,4.19E-05,2.94E-05,4.12E-05,3.35E-05,1.21E-05,0,0.000791176,0.000369659
Trip12,0.588748972,0.618450642,0.569045871,0.620712554,0.702588725,0.638399165,0.733261607,0.714551637,0.629562972,0.546249152,0.556081264,0.621508164,0.716519381,0.753661141
Pid1,0.001279906,0.001747821,0.001295995,0.000170746,0.000187787,0.000852435,0.000250238,0.000175662,4.10E-05,0.000422595,7.21E-05,2.37E-05,0.001000403,0.001232686
Sp110,1.176994108,1.397100273,1.191645642,1.590831411,0.966677275,1.294734995,1.117684452,1.132548207,1.276384494,1.318215827,1.211076134,1.03180507,1.199426521,1.142433943
A630001G21Rik,0.085039289,0.07267191,0.067414706,0.102537785,0.1270235,0.089345091,0.06119826,0.044753308,0.053639504,0.073566267,0.04473348,0.038831103,0.094436112,0.086723482
Armc9,0.010129832,0.012205282,0.00512495,0.00638623,0.006970355,0.004382138,0.005388719,0.002300639,0.002278204,0.002092322,0.000735381,0.002126335,0.014667629,0.009091659
Psmd1,0.451139321,0.347527668,0.49721463,0.27456561,0.258078622,0.366161823,0.756493718,0.649168803,0.786719764,0.464985705,0.48610402,0.557761713,0.614503388,0.588204431
Usp40,0.057411934,0.076210238,0.060144242,0.059648208,0.031304047,0.065070632,0.060577898,0.046761899,0.052904696,0.052023087,0.058878164,0.038176152,0.064363459,0.071896152
Inpp5d,0.223547463,0.196866087,0.194717265,0.325336028,0.264857885,0.242839318,0.163709168,0.23635657,0.261067204,0.418914566,0.360994661,0.318664324,0.236406938,0.254375588
Gigyf2,0.134100743,0.152538021,0.154085644,0.176481352,0.124277266,0.152555812,0.161437646,0.119464938,0.131953011,0.117462923,0.107976165,0.11730289,0.167488225,0.14881647
Ngef,0.006157287,0.011906923,0.000543395,0.000384631,0.001903575,0.004526266,0.000916008,0.000131902,0.000138612,0.00139036,0.000243599,0.000160487,0.004171473,0.003978705
Sag,0.009945971,0.00958224,0.004337145,0.009448064,0.012988703,0.005775741,0.001813249,0.002468592,0.000486409,0.001494457,0.001234742,0.001314065,0.007066751,0.011925722
Ugt1a5,0.004698448,0.00331451,0.003336706,0.002113206,0,0.003485261,0.000774254,0.000724682,0,0.001032269,0.000966592,0.000734778,0.004478335,0.002732431
Ugt1a6b,0.002396534,0.002794901,0.001018261,0.000483665,0,0.000560544,0.000886045,0.000580522,0.000319553,0.001197065,0.002893021,0.001244487,0.001507337,0.00166771
Ugt1a6a,0.001218476,0.004512748,0.002178499,0.000799211,0,0.000341998,0.001288413,0.000465925,0.000604836,0.000374786,0.001181051,0.001934124,0.001912882,0.00165344
Trpm8,0.008219485,0.005713252,0.002417302,0.001797081,0.003929871,0.002816714,0.001286234,0.000315303,0.000451833,0.000947258,0.000388205,6.98E-05,0.003438499,0.004323112
Ugt1a7c,0.01332166,0.017089678,0.013678889,0.006123936,0.010595452,0.003675172,0.011984841,0.0092711,0.009204497,0.007267033,0.020275295,0.018478501,0.0230698,0.017381875
Ugt1a2,0.000162653,0.000140913,0.000189142,0,0.00269865,0.000760882,0.000312707,0,0.000153788,0.000277943,0,0.000712231,0.00042558,4.60E-05
Agap1,0.002827097,0.003611217,0.000903596,0.000316078,0.004588604,0.001115862,0.000602197,0.000448023,0.000212627,0.000592892,0.000213527,0.000334104,0.002143474,0.002833629
Iqca,0.003132315,0.002990552,0.001923425,0.001132081,0.002075101,0.000852256,0.000798837,0.000632663,3.02E-05,0.000294936,0.000318659,0,0.001881663,0.004228785
Rab17,0.009254375,0.031267981,0.002152299,0.004451361,0.01602196,0.008225394,0.003558383,0.003608107,0,0.002213957,0,0.001013087,0.020581927,0.015174188
Col6a3,0.021416475,0.026291327,0.003616415,0.00179327,0.008283387,0.006266911,0.004380219,0.002008891,0.010857057,0.002102364,0.000353339,0.000648475,0.01877806,0.025969945
Lrrfip1,0.843391013,0.715353109,0.639341448,0.517537248,0.212499181,0.522306565,0.847747697,0.76874889,0.699523275,0.68607798,0.593911429,0.721679961,1.051408657,0.919139035
Hdac4,0.038852794,0.034698592,0.032885761,0.071959796,0.067328692,0.058246532,0.035375621,0.036599211,0.033107131,0.053018043,0.03452301,0.038638142,0.048214419,0.038217297
Klhl30,0.034313673,0.042969451,0.009522025,0.0032737,0.019577223,0.001751103,0.01319389,0.012629822,0.000294942,0.021108811,0.004837782,0.000682974,0.010406501,0.024868753
Kif1a,0.013405383,0.016458557,0.002653873,0.001888009,0.024116233,0.006405631,0.005613008,0.001183918,0.000427677,0.001770746,0.000592173,0.000810277,0.010328872,0.009346479
Crocc2,0.012321078,0.014232316,0.002785927,0.000972776,0.01357895,0.003682392,0.00175465,0.000153967,0.0001618,0.000701813,0.000126377,0.000312223,0.011529579,0.017416027
Thap4,0.089902484,0.089586455,0.08526392,0.051387615,0.086518923,0.064875589,0.113806522,0.069461762,0.077760394,0.070199672,0.062969413,0.061271727,0.099155021,0.098699533
D2hgdh,0.136348105,0.136426204,0.093707558,0.062228421,0.115560428,0.072756308,0.04709457,0.040930841,0.052571711,0.060330168,0.050107472,0.046537897,0.084949558,0.096951288
Farp2,0.008025634,0.006896853,0.004685139,0.002844309,0.012185841,0.009809768,0.005101727,0.003610435,0.002753795,0.005673736,0.005054643,0.005384815,0.008319175,0.012186031
Hdlbp,1.020731647,0.832804819,1.131419508,0.791720033,0.658065705,0.971013377,1.461197032,1.269993458,1.294323245,0.946421527,1.031304062,1.094541054,1.298978664,1.327261366
Slco6c1,0.000718849,0.00573836,0.002059939,0.001818645,0.000888952,0.000864706,9.87E-05,0,9.71E-05,5.26E-05,0.000113758,0,0.003728146,0.00261284
Slco6b1,0.002490243,0.004753013,0.001018052,0.001122946,0.003368219,0.001092117,0.000149612,0.000350084,0.000147158,0.000359046,0.000344822,8.52E-05,0.002290679,0.004553994
Slco6d1,0.001409702,0.003471009,0.000258834,0.000632647,0.001364807,0.001509799,0,0,0,0,0.000534233,0,0.000218397,0.002328237
B230216N24Rik,0.012368058,0.014409744,0.001115865,0.002517621,0.057223412,0.003591138,0,0.000959298,0.000403241,0.005465864,0.001417322,0.000933755,0.003766147,0.002893644
Gin1,0.070712105,0.053014063,0.045462544,0.054705542,0.020599991,0.037531721,0.063035226,0.054377357,0.052429466,0.052980901,0.041341723,0.031096056,0.050998529,0.074836315
Pam,0.004615194,0.004644208,0.003075589,0.002639056,0.003918278,0.00330488,0.002115845,0.001692905,0.001879732,0.002305283,0.002005674,0.001282508,0.001811345,0.002870404
Cntnap5b,0.000658254,0.001801539,9.13E-05,8.50E-05,7.55E-05,0.00025894,0.000115047,7.18E-05,0.00010373,0.000230079,0.000149151,2.18E-05,0.000459937,0.001099625
Pign,0.041084249,0.03868979,0.028870002,0.038124876,0.048482281,0.030718373,0.033232557,0.022998212,0.019931868,0.02377271,0.0236778,0.021549589,0.04386675,0.033514948
Bcl2,0.015591318,0.027767104,0.022880283,0.068194349,0.084877641,0.079161451,0.023723698,0.038176996,0.023391769,0.024413196,0.025638572,0.032323057,0.010859188,0.023500184
Phlpp1,0.123077917,0.151923087,0.111941644,0.134385994,0.10353202,0.1062825,0.107279051,0.056159164,0.077318141,0.050738273,0.068683575,0.069309664,0.144412909,0.142178432
Gm20753,0.001505378,0.000489063,0.000328226,0.000987393,0.003665023,0.002112628,0.002532383,0,0.001601252,0.000192931,0,0.000205994,0,0.003510993
Gli2,0.00307865,0.004716655,0.000494608,0.000361352,0.000631187,0.000409314,0.000623035,0.000174944,0.000260446,0.000166132,0.000107697,3.55E-05,0.002194002,0.00236367
Ptpn4,0.023396349,0.038291781,0.028881835,0.039007317,0.042193485,0.044560591,0.028251265,0.033666652,0.032745979,0.028399544,0.022385162,0.028030477,0.02872348,0.041379586
Cfap221,0.003176525,0.007380227,0.000629631,0,0.001562349,0.001756139,0.000740242,0.00043303,0.000318543,0.000246731,0.000266577,0.0004215,0.001605604,0.003183864
Sctr,0.005022977,0.008322443,0.000219037,0.005271395,0,0.004053278,0.000724266,0.000338948,0.000593653,0.000643749,0.000417317,0.000137468,0.007146288,0.00532504
Ccdc93,0.09582983,0.094011673,0.073911466,0.119215591,0.071850242,0.104041559,0.081963616,0.066999156,0.056005169,0.091483646,0.068959586,0.066650406,0.097543631,0.100152771
Celrr,0.000468793,0.001624534,0,0,0.000845431,0.000219299,7.51E-05,0.000105446,0,0.000240323,0,0,7.67E-05,0.001921672
Slc35f5,0.018374923,0.029126381,0.014968897,0.007284356,0.021193586,0.012185122,0.012810726,0.006086101,0.002481927,0.004451106,0.010512977,0.007294535,0.010896778,0.010788879
Nckap5,0.000760009,0.002086136,0.000243491,0.000152601,0.00043636,0.000478876,0.000432381,5.58E-05,0.000109988,1.99E-05,2.58E-05,5.94E-05,0.000844631,0.001203637
Tmem163,0.015183805,0.0101531,0.00769796,0.01334341,0.010767025,0.008378682,0.036064246,0.028748335,0.026587004,0.036368841,0.0413354,0.031226543,0.03456946,0.030849789
Mgat5,0.045440777,0.042216367,0.037331744,0.048066843,0.043681926,0.055191839,0.020778586,0.018917432,0.012640034,0.020000162,0.012612122,0.015335605,0.027071739,0.029127613
Ccnt2,0.254527197,0.317944527,0.29582565,0.400782819,0.290397253,0.36161718,0.321519546,0.245240803,0.202860815,0.245150646,0.204433912,0.266229621,0.289474298,0.303601598
Lct,0.018940336,0.022915686,0.007262507,0.009103176,0.017667628,0.009624015,0.004551697,0.002864669,0.002778841,0.006110375,0.000813928,0.000357486,0.012816545,0.014678686
Zranb3,0.017487949,0.016392346,0.012626621,0.011376502,0.00713486,0.019144375,0.015294937,0.018485722,0.016083081,0.013104694,0.012517933,0.0105398,0.012892638,0.017952013
R3hdm1,0.152484558,0.147069319,0.151099702,0.166959669,0.130302489,0.171745282,0.162243848,0.119104831,0.111707432,0.110501515,0.096443614,0.119460792,0.164774539,0.161362719
Fcamr,0.029810603,0.034731658,0.009861709,0.000674244,0.008898387,0.008295029,0.00098814,0.001618531,0.000971928,0.000790459,0.000569359,0.000281328,0.016642095,0.010897689
Cd55b,0.004951989,0.003753841,0.000179951,0,0.005581578,0.001737388,0.000793367,9.28E-05,0.000292632,0.00021155,0.001142831,0,0.002429411,0.002974877
Srgap2,0.112260282,0.095753803,0.093051176,0.055113686,0.031027549,0.054219079,0.097604197,0.064339821,0.051362654,0.06089311,0.053830486,0.056300305,0.119920579,0.111031423
Rassf5,0.444550578,0.369737225,0.37613264,0.436666319,0.364207997,0.355796511,0.353247719,0.36488415,0.340175016,0.438102449,0.349855716,0.352352317,0.410946108,0.421888567
Cntn2,0.024599786,0.019125946,0.004951035,0.008274487,0.003185093,0.009884793,0.017987928,0.001797129,0.002981935,0.008407278,0.007918959,0.000460336,0.020010987,0.026391181
Nfasc,0.007108575,0.01231688,0.001401058,0.000974665,0.003215804,0.001775404,0.001119574,0.000162604,0.000645535,0.001585314,0.000355912,0.000395687,0.005477412,0.005449804
Lrrn2,0.00381051,0.005416024,0.00275211,0.000468629,0,0.001504018,0.002632732,0.000428552,0.000450355,0,0,0,0.008879695,0.002625779
Tmcc2,0.03620838,0.024848282,0.022087429,0.002935324,0.002201089,0.008706954,0.005866189,0.006314201,0.003077305,0.002189897,0.000676011,0.000890735,0.015568078,0.013801641
Lemd1,0.000944234,0.002999432,0.000366002,0.000206444,0.000908188,0.000294472,0.000504258,0.000377578,0,5.38E-05,0.00011622,0.000344554,0.00319117,0.001690605
Plekha6,0.006692655,0.00902912,0.001358982,0.000435627,0.001271462,0.004552795,0.000589324,0.000643525,7.25E-05,0.000497618,0.000113188,0.000391494,0.005163161,0.009099092
Tmem183a,0.472014722,0.57206827,0.59288905,0.409176215,0.516559916,0.529181093,0.742591035,0.628161382,0.654403177,0.557644946,0.610684207,0.562557827,0.692504247,0.749365424
Ptpn7,2.292051233,1.726616703,1.99776286,1.441632328,0.631314641,1.339341108,2.18377385,2.525785546,2.404314245,2.478029072,2.261148958,2.310427421,2.409882127,2.081598675
Klhl12,0.091196326,0.105487349,0.115021377,0.132122365,0.151163621,0.126999202,0.106545901,0.094224192,0.135592928,0.103674615,0.090920864,0.102905439,0.119176291,0.152139019
Syt2,0.003206633,0.003906609,0.000320448,0.000481998,0.000216859,0.003468862,0.001348568,0.000571007,0.00015791,0.000171235,0.000296014,0.00073132,0.004063974,0.00691225
Ppp1r12b,0.015937221,0.024476126,0.019647304,0.014949962,0.005773798,0.023060372,0.018648937,0.010062826,0.008235964,0.017028611,0.012643936,0.009535699,0.022641257,0.024065962
Kdm5b,0.221488417,0.274905466,0.209438622,0.319185936,0.331981875,0.276614223,0.10595451,0.085070513,0.045303606,0.193059737,0.13122658,0.089097645,0.187031978,0.216115605
Lgr6,0.003207272,0.00416788,0.002034322,0.000573731,0,0.000982046,0.000448445,0.0007083,0.000110272,0.00041852,0,9.58E-05,0.002174242,0.003709249
